3 2.50e-04 1 2 30 30 32 36 35 3.431e-03 2.807e+01 3.434e+03
3 1.00e-05 2 53 67 50 20 25 5 4.427e-03 4.191e+01 4.550e+03
3 3.39e-04 1 1 30 17 49 30 35 5.176e-03 2.385e+01 5.178e+03
3 5.71e-04 1 14 46 25 27 4 16 6.342e-03 1.981e+01 6.357e+03
3 8.36e-05 2 18 44 64 22 22 4 7.898e-03 5.053e+01 7.963e+03
4 9.17e-04 2 53 24 18 30 32 38 1.919e-03 6.457e+01 1.999e+03
4 7.51e-04 2 81 47 64 85 30 31 2.111e-03 6.518e+01 2.242e+03
4 9.59e-04 1 81 47 64 46 30 31 2.218e-03 7.290e+01 2.301e+03
4 1.09e-03 1 53 18 14 9 36 17 2.277e-03 5.760e+01 2.331e+03
4 6.43e-04 1 73 47 34 85 35 31 2.343e-03 6.407e+01 2.418e+03
4 4.25e-04 2 95 24 30 24 22 4 2.308e-03 6.829e+01 2.431e+03
4 7.51e-04 2 61 24 30 24 22 4 2.436e-03 6.755e+01 2.524e+03
4 8.71e-04 1 42 41 49 18 27 4 2.520e-03 5.055e+01 2.563e+03
4 6.63e-04 2 81 56 64 72 30 44 2.456e-03 8.670e+01 2.596e+03
4 1.04e-03 3 30 30 30 49 30 35 2.677e-03 6.437e+01 2.771e+03
4 8.56e-04 2 11 113 35 57 56 31 2.658e-03 6.221e+01 2.785e+03
4 9.17e-04 2 18 54 27 52 42 43 2.980e-03 5.315e+01 3.055e+03
4 1.40e-03 1 14 60 24 28 46 51 3.217e-03 3.679e+01 3.233e+03
4 5.71e-04 1 14 46 25 27 4 16 3.654e-03 4.025e+01 3.670e+03
4 8.36e-05 2 18 44 64 22 22 4 5.422e-03 4.942e+01 5.487e+03
5 1.33e-03 1 54 22 34 68 35 31 1.643e-03 6.301e+01 1.699e+03
5 7.51e-04 2 115 47 64 46 30 31 1.833e-03 8.431e+01 1.999e+03
5 1.29e-03 1 81 47 18 13 32 31 1.922e-03 7.733e+01 2.005e+03
5 7.10e-04 2 57 23 16 38 42 29 1.949e-03 6.979e+01 2.032e+03
5 7.51e-04 2 81 47 64 85 30 38 2.035e-03 9.668e+01 2.167e+03
5 1.01e-03 1 64 26 42 85 26 38 2.155e-03 6.823e+01 2.221e+03
5 9.59e-04 1 81 47 18 30 32 31 2.417e-03 6.910e+01 2.500e+03
5 1.09e-03 1 53 18 14 9 36 17 2.688e-03 6.639e+01 2.743e+03
5 7.51e-04 2 81 47 64 46 30 31 2.626e-03 9.584e+01 2.757e+03
5 6.20e-04 1 73 46 34 104 35 27 2.858e-03 6.728e+01 2.933e+03
5 6.98e-04 1 110 65 87 85 32 38 2.873e-03 9.977e+01 2.986e+03
5 6.43e-04 2 53 24 18 30 32 31 3.053e-03 7.151e+01 3.133e+03
5 2.50e-04 2 53 34 52 73 30 43 3.488e-03 6.470e+01 3.578e+03
5 7.83e-04 1 14 46 25 27 4 16 4.087e-03 3.864e+01 4.103e+03
5 8.36e-05 2 18 44 64 22 22 4 5.409e-03 4.505e+01 5.474e+03
6 1.04e-03 2 115 47 82 46 30 42 1.643e-03 1.255e+02 1.809e+03
6 1.29e-03 2 115 47 64 46 30 31 1.845e-03 1.242e+02 2.011e+03
6 7.61e-04 1 40 47 64 85 30 55 2.021e-03 5.775e+01 2.063e+03
6 6.43e-04 1 81 54 29 66 36 39 1.999e-03 6.549e+01 2.082e+03
6 7.51e-04 1 81 47 64 85 30 31 2.015e-03 7.857e+01 2.098e+03
6 7.51e-04 2 81 47 18 13 32 31 2.001e-03 9.884e+01 2.133e+03
6 7.51e-04 1 54 22 34 68 35 31 2.149e-03 6.625e+01 2.205e+03
6 7.10e-04 2 57 23 16 38 42 29 2.239e-03 7.524e+01 2.322e+03
6 7.15e-04 1 62 41 18 7 32 31 2.499e-03 7.185e+01 2.563e+03
6 7.84e-04 1 59 40 33 65 87 27 2.829e-03 6.386e+01 2.890e+03
6 1.33e-03 2 81 47 18 13 32 38 3.072e-03 7.385e+01 3.204e+03
6 2.09e-03 3 81 1 11 13 13 61 3.337e-03 6.752e+01 3.434e+03
6 8.36e-05 2 18 44 64 22 22 4 5.471e-03 2.710e+01 5.536e+03
6 7.83e-04 1 14 46 25 27 4 16 7.955e-03 3.630e+01 7.970e+03
6 1.00e-05 2 49 25 16 13 40 38 1.650e-02 7.105e+01 1.657e+04
7 1.95e-03 3 160 40 92 39 32 45 1.658e-03 1.759e+02 1.956e+03
7 1.04e-03 2 130 47 55 66 36 39 1.867e-03 1.457e+02 2.048e+03
7 1.29e-03 2 115 47 64 46 30 55 1.923e-03 1.074e+02 2.088e+03
7 1.29e-03 2 148 76 53 53 18 84 1.866e-03 1.709e+02 2.095e+03
7 4.95e-04 1 96 59 29 77 30 25 2.201e-03 9.219e+01 2.300e+03
7 6.43e-04 1 81 54 29 85 30 31 2.349e-03 8.288e+01 2.432e+03
7 7.61e-04 1 40 47 82 46 30 42 2.413e-03 6.368e+01 2.455e+03
7 5.92e-04 1 93 47 64 85 35 55 2.528e-03 9.948e+01 2.624e+03
7 6.43e-04 1 76 54 29 81 30 14 2.590e-03 8.907e+01 2.668e+03
7 7.61e-04 1 55 47 82 46 30 42 2.748e-03 8.160e+01 2.806e+03
7 7.51e-04 1 81 47 64 85 30 55 2.892e-03 8.297e+01 2.975e+03
7 6.43e-04 1 63 54 22 64 29 31 2.991e-03 7.597e+01 3.056e+03
7 7.61e-04 1 68 70 58 33 36 37 3.924e-03 7.609e+01 3.994e+03
7 8.41e-04 1 12 37 24 27 5 16 5.831e-03 3.749e+01 5.845e+03
7 1.00e-05 2 49 25 16 13 40 38 1.552e-02 4.145e+01 1.560e+04
8 2.73e-03 2 160 47 98 39 32 67 1.387e-03 1.317e+02 1.599e+03
8 1.41e-03 1 130 40 99 39 32 54 1.504e-03 1.332e+02 1.637e+03
8 2.17e-03 1 130 67 92 47 39 30 1.634e-03 1.234e+02 1.767e+03
8 9.64e-04 2 110 40 55 76 36 39 1.651e-03 1.391e+02 1.805e+03
8 1.68e-03 1 132 17 15 92 40 44 1.691e-03 1.369e+02 1.826e+03
8 1.29e-03 2 148 76 53 53 18 84 1.652e-03 1.983e+02 1.882e+03
8 2.03e-03 4 164 31 112 62 8 94 1.533e-03 1.766e+02 1.909e+03
8 1.95e-03 3 160 47 64 46 30 55 1.647e-03 2.018e+02 1.925e+03
8 1.50e-03 1 117 47 75 66 36 39 1.810e-03 1.167e+02 1.930e+03
8 1.29e-03 2 130 40 92 66 36 39 1.870e-03 1.565e+02 2.044e+03
8 1.95e-03 3 160 47 55 39 32 45 1.777e-03 2.056e+02 2.045e+03
8 1.04e-03 2 63 72 64 46 30 55 2.142e-03 1.130e+02 2.281e+03
8 4.95e-04 1 96 59 29 77 30 25 2.610e-03 1.046e+02 2.709e+03
8 8.41e-04 1 12 37 24 27 5 16 4.130e-03 4.751e+01 4.144e+03
8 1.00e-05 2 49 25 16 13 40 38 3.883e-02 6.750e+01 3.890e+04
9 4.34e-03 1 160 58 49 40 24 54 1.327e-03 1.311e+02 1.490e+03
9 2.82e-03 1 132 17 15 39 32 63 1.372e-03 8.198e+01 1.506e+03
9 2.73e-03 1 130 67 95 35 9 48 1.399e-03 1.183e+02 1.532e+03
9 2.73e-03 2 130 67 92 47 39 30 1.434e-03 1.743e+02 1.636e+03
9 2.17e-03 1 160 40 99 39 32 30 1.526e-03 1.112e+02 1.688e+03
9 1.22e-03 1 160 47 98 68 32 67 1.541e-03 1.559e+02 1.705e+03
9 1.41e-03 1 130 47 98 39 32 67 1.616e-03 1.407e+02 1.749e+03
9 2.73e-03 2 130 67 92 47 39 54 1.551e-03 1.733e+02 1.753e+03
9 1.68e-03 1 94 17 7 52 32 59 1.712e-03 1.114e+02 1.809e+03
9 2.43e-03 1 167 40 25 39 35 39 1.658e-03 1.779e+02 1.829e+03
9 1.41e-03 1 188 67 200 39 25 11 1.916e-03 1.897e+02 2.108e+03
9 4.63e-04 1 106 46 195 103 48 43 2.921e-03 8.451e+01 3.030e+03
9 5.43e-04 1 84 28 76 69 36 32 3.678e-03 1.015e+02 3.765e+03
9 8.41e-04 1 12 37 24 27 5 16 4.068e-03 4.752e+01 4.082e+03
9 1.00e-05 2 49 25 16 13 40 38 1.165e-02 6.060e+01 1.173e+04
10 4.34e-03 1 160 58 49 40 24 54 1.123e-03 1.444e+02 1.287e+03
10 2.17e-03 1 200 111 64 47 3 30 1.191e-03 1.330e+02 1.394e+03
10 3.88e-03 1 130 25 68 54 24 54 1.311e-03 1.290e+02 1.444e+03
10 2.73e-03 1 175 61 49 40 24 54 1.334e-03 1.815e+02 1.513e+03
10 3.43e-03 1 124 38 99 41 27 16 1.388e-03 1.292e+02 1.515e+03
10 2.82e-03 1 132 17 15 39 32 63 1.454e-03 1.325e+02 1.589e+03
10 2.73e-03 2 130 67 49 40 24 54 1.424e-03 1.231e+02 1.625e+03
10 2.73e-03 1 160 40 99 39 32 30 1.515e-03 1.221e+02 1.678e+03
10 2.54e-03 1 180 58 49 42 11 71 1.573e-03 1.322e+02 1.756e+03
10 2.17e-03 1 130 67 95 35 9 48 1.633e-03 1.337e+02 1.766e+03
10 2.17e-03 1 129 67 95 48 9 48 1.639e-03 1.149e+02 1.771e+03
10 1.19e-03 1 160 40 64 24 32 30 1.836e-03 1.471e+02 1.999e+03
10 1.12e-03 1 153 65 114 22 64 48 2.022e-03 1.559e+02 2.179e+03
10 8.41e-04 1 12 37 24 27 5 16 3.259e-03 5.588e+01 3.273e+03
10 1.00e-05 2 49 25 16 13 40 38 3.422e-02 7.491e+01 3.430e+04
11 4.21e-03 1 200 73 28 33 19 60 1.105e-03 1.554e+02 1.309e+03
11 4.17e-03 1 130 23 1 47 3 30 1.318e-03 1.103e+02 1.451e+03
11 4.59e-03 1 114 62 83 44 34 63 1.355e-03 1.202e+02 1.472e+03
11 3.96e-03 1 166 61 42 40 24 24 1.328e-03 1.538e+02 1.497e+03
11 3.80e-03 1 162 74 42 55 2 47 1.347e-03 1.690e+02 1.513e+03
11 3.37e-03 1 178 41 14 65 41 21 1.431e-03 1.847e+02 1.613e+03
11 3.88e-03 1 175 61 49 40 24 54 1.444e-03 1.926e+02 1.624e+03
11 2.17e-03 1 200 111 49 40 24 54 1.452e-03 2.025e+02 1.657e+03
11 4.34e-03 1 160 58 64 54 24 54 1.497e-03 1.068e+02 1.660e+03
11 2.73e-03 1 130 25 68 47 3 30 1.527e-03 1.364e+02 1.661e+03
11 2.74e-03 1 155 11 68 48 27 51 1.542e-03 1.273e+02 1.700e+03
11 3.61e-03 1 142 37 67 85 24 44 1.633e-03 1.552e+02 1.779e+03
11 1.35e-03 1 183 111 49 21 11 58 1.705e-03 2.026e+02 1.892e+03
11 8.41e-04 1 12 37 24 27 5 16 3.021e-03 4.847e+01 3.034e+03
11 1.00e-05 2 49 25 16 13 40 38 5.194e-03 6.908e+01 5.271e+03
12 7.15e-03 1 96 62 82 45 24 60 1.198e-03 8.727e+01 1.297e+03
12 6.30e-03 1 130 23 1 47 1 23 1.174e-03 9.709e+01 1.307e+03
12 4.34e-03 1 160 58 83 44 34 63 1.198e-03 1.472e+02 1.361e+03
12 6.85e-03 1 171 41 35 60 19 67 1.238e-03 1.746e+02 1.413e+03
12 5.64e-03 1 123 52 35 33 23 12 1.324e-03 1.278e+02 1.450e+03
12 3.35e-03 1 164 63 31 20 16 72 1.312e-03 1.055e+02 1.479e+03
12 4.17e-03 1 200 73 28 33 24 24 1.302e-03 1.172e+02 1.505e+03
12 3.33e-03 1 160 64 110 38 34 63 1.356e-03 1.518e+02 1.520e+03
12 2.47e-03 1 149 66 58 51 38 31 1.426e-03 1.500e+02 1.578e+03
12 3.88e-03 1 175 61 49 40 19 60 1.426e-03 1.789e+02 1.605e+03
12 3.80e-03 1 162 74 42 55 2 47 1.507e-03 1.571e+02 1.673e+03
12 4.21e-03 1 130 23 1 47 3 30 1.549e-03 1.335e+02 1.682e+03
12 6.54e-04 1 200 73 28 33 14 60 2.188e-03 1.310e+02 2.391e+03
12 8.41e-04 1 12 37 24 27 5 16 5.106e-03 4.949e+01 5.120e+03
12 1.00e-05 2 49 25 16 13 40 38 9.375e-03 6.042e+01 9.452e+03
13 7.15e-03 1 134 95 83 31 32 63 1.065e-03 1.264e+02 1.202e+03
13 1.27e-02 1 200 41 82 45 22 60 1.000e-03 1.918e+02 1.205e+03
13 6.54e-03 1 175 52 35 33 23 12 1.035e-03 1.836e+02 1.214e+03
13 5.90e-03 1 200 29 139 71 18 60 1.125e-03 1.260e+02 1.328e+03
13 8.56e-03 1 132 42 49 44 34 77 1.199e-03 1.349e+02 1.334e+03
13 6.85e-03 1 171 41 82 47 24 60 1.164e-03 1.769e+02 1.339e+03
13 6.30e-03 1 130 23 1 45 1 23 1.207e-03 1.271e+02 1.341e+03
13 4.90e-03 1 200 23 1 20 1 20 1.178e-03 1.237e+02 1.382e+03
13 6.35e-03 1 160 56 48 79 12 43 1.228e-03 1.481e+02 1.391e+03
13 6.30e-03 1 94 32 1 33 32 60 1.311e-03 9.199e+01 1.407e+03
13 7.15e-03 1 96 62 83 44 34 63 1.316e-03 9.748e+01 1.414e+03
13 1.68e-03 1 200 41 60 1 1 13 1.376e-03 1.385e+02 1.579e+03
13 3.17e-03 1 138 88 25 67 28 70 1.503e-03 1.411e+02 1.645e+03
13 5.49e-04 1 9 37 24 27 5 9 3.499e-03 4.823e+01 3.510e+03
13 1.00e-05 2 49 25 16 13 40 38 1.027e-02 6.097e+01 1.035e+04
14 1.27e-02 1 134 95 83 31 18 60 8.338e-04 1.259e+02 9.709e+02
14 2.24e-02 1 134 95 35 31 12 60 8.861e-04 1.410e+02 1.023e+03
14 1.07e-02 1 187 26 60 6 18 60 9.971e-04 2.016e+02 1.188e+03
14 6.96e-03 1 200 27 63 71 46 56 1.024e-03 2.000e+02 1.228e+03
14 7.15e-03 1 134 95 83 45 22 60 1.149e-03 1.362e+02 1.287e+03
14 5.90e-03 1 175 52 35 33 23 12 1.111e-03 1.868e+02 1.291e+03
14 6.87e-03 1 200 29 200 54 28 63 1.105e-03 1.589e+02 1.309e+03
14 1.10e-02 1 180 95 1 74 22 20 1.134e-03 1.207e+02 1.317e+03
14 5.20e-03 1 200 41 75 36 18 26 1.123e-03 1.140e+02 1.326e+03
14 6.54e-03 1 200 29 139 71 32 63 1.149e-03 1.979e+02 1.353e+03
14 4.42e-03 1 200 39 82 45 4 29 1.307e-03 2.008e+02 1.511e+03
14 5.25e-03 1 200 72 35 37 25 13 1.325e-03 1.510e+02 1.528e+03
14 3.74e-03 1 132 20 53 37 28 77 1.614e-03 1.311e+02 1.749e+03
14 5.49e-04 1 9 37 24 27 5 9 5.035e-03 5.024e+01 5.046e+03
14 1.00e-05 2 49 25 16 13 40 38 6.397e-03 6.582e+01 6.474e+03
15 1.08e-02 1 135 105 81 24 18 14 8.969e-04 1.303e+02 1.035e+03
15 2.24e-02 1 134 95 83 31 18 60 9.490e-04 1.412e+02 1.086e+03
15 1.39e-02 1 109 95 104 31 17 60 1.059e-03 1.004e+02 1.171e+03
15 1.27e-02 1 200 27 63 71 46 56 9.715e-04 1.468e+02 1.175e+03
15 6.96e-03 1 134 95 35 31 12 60 1.053e-03 1.418e+02 1.190e+03
15 1.07e-02 1 187 26 60 6 18 60 1.050e-03 2.070e+02 1.241e+03
15 6.87e-03 1 200 29 200 54 28 63 1.048e-03 1.467e+02 1.251e+03
15 6.87e-03 1 134 95 83 31 18 60 1.166e-03 1.416e+02 1.303e+03
15 5.51e-03 1 200 39 63 38 46 56 1.119e-03 2.057e+02 1.323e+03
15 6.59e-03 1 134 61 28 28 17 30 1.201e-03 1.246e+02 1.338e+03
15 5.75e-03 1 176 19 51 54 11 149 1.159e-03 1.710e+02 1.339e+03
15 6.96e-03 1 200 29 200 54 28 63 1.146e-03 2.041e+02 1.351e+03
15 7.15e-03 1 134 95 83 45 22 60 1.391e-03 1.450e+02 1.529e+03
15 5.49e-04 1 9 37 24 27 5 9 3.296e-03 4.825e+01 3.307e+03
15 1.00e-05 2 49 25 16 13 40 38 1.037e-02 6.736e+01 1.044e+04
